aso,brand,capacity,color,fuel_type,horse_power,is_used,mileage,no_accidents,number_of_doors,origin_country,price,transmission,type,year
True,Volkswagen,1968,Złoty,Diesel,180,True,267000,True,4,None,69900,Automatyczna,None,2011
None,Volkswagen,1422,Niebieski,Diesel,75,True,270000,None,5,None,7900,Manualna,None,2003
True,BMW,2993,Brązowy,Diesel,265,True,167000,None,5,None,95900,Automatyczna,None,2013
None,Volkswagen,1968,Czarny,Diesel,150,True,130000,None,5,None,69900,Automatyczna,None,2017
True,Opel,1598,Czarny,Diesel,125,True,240000,True,4,Niemcy,76900,Manualna,None,2018
None,Skoda,999,Biały,Benzyna,60,True,37000,None,5,None,24900,Manualna,None,2021
True,BMW,2993,Granatowy,Diesel,313,True,171000,True,4,Polska,129000,Automatyczna,None,2016
None,Volkswagen,1896,Biały,Diesel,90,True,396000,True,5,Niemcy,7900,Manualna,None,2000
True,Hyundai,1995,Szary,Diesel,185,True,182520,True,5,Niemcy,71500,Manualna,None,2015
None,Audi,2967,Srebrny,Diesel,240,True,349000,None,2,Niemcy,35500,Automatyczna,None,2008
None,Audi,1984,Szary,Hybryda,251,True,243940,None,5,None,119000,Automatyczna,None,2019
None,Honda,1339,Czarny,Benzyna,83,True,130000,None,5,None,23000,Manualna,None,2007
None,Ford,1999,Srebrny,Benzyna,242,True,65984,None,5,Stany Zjednoczone,69900,Automatyczna,None,2017
None,Nissan,1598,Zielony,Diesel,130,True,149000,None,5,None,73800,Automatyczna,None,2018
None,Volkswagen,1595,Granatowy,Benzyna,102,True,260000,None,5,None,13900,Manualna,None,2005
True,Ford,1997,Czarny,Diesel,163,True,331125,True,5,Polska,32000,Automatyczna,None,2014
None,Mercedes-Benz,4966,Złoty,Benzyna,306,True,75020,True,2,Niemcy,59000,Automatyczna,None,2000
True,BMW,1998,Czarny,Benzyna,252,True,118500,True,5,None,149000,Automatyczna,None,2018
None,Skoda,1968,Niebieski,Diesel,170,True,226000,None,5,Hiszpania,16000,Manualna,None,2008
None,Volkswagen,1498,Czarny,Benzyna,150,True,161000,True,5,Polska,76900,Automatyczna,None,2019
True,Volkswagen,1598,Beżowy,Diesel,115,True,136000,True,5,Polska,47990,Manualna,None,2018
None,Volkswagen,1896,Srebrny,Diesel,105,True,201000,None,5,None,16300,Manualna,None,2007
True,Toyota,1364,Biały,Diesel,90,True,353000,True,5,Polska,13300,Manualna,None,2010
True,Dodge,3604,Srebrny,Benzyna,305,True,11500,None,2,Stany Zjednoczone,175000,Automatyczna,None,2021
True,Audi,2967,Czarny,Diesel,286,True,100409,True,4,Niemcy,278999,Automatyczna,None,2019
None,Volkswagen,1598,Beżowy,Diesel,115,True,159000,True,5,Polska,54900,Manualna,None,2019
True,Hyundai,1396,Niebieski,Benzyna,90,True,160000,True,5,Niemcy,26999,Manualna,None,2012
True,BMW,1598,Szary,Benzyna,136,True,199000,True,5,Niemcy,63990,Manualna,None,2015
None,Citroën,1398,Biały,Diesel,68,True,158000,True,5,Francja,20000,Manualna,None,2014
None,Cadillac,3564,Czarny,Benzyna+LPG,258,True,248000,None,5,Dania,19900,Automatyczna,None,2007
None,Ford,1997,Szary,Diesel,179,True,50100,None,5,Polska,104900,Automatyczna,None,2018
True,Mercedes-Benz,6208,Czarny,Benzyna,525,True,13000,True,4,Japonia,289900,Automatyczna,None,2010
None,Toyota,1598,Srebrny,Benzyna,124,True,180000,None,4,None,25400,Manualna,None,2009
None,Nissan,1598,Biały,Benzyna,117,True,58750,None,5,None,27900,Manualna,None,2014
True,Audi,1984,Szary,Benzyna,265,True,61000,True,5,None,209900,Automatyczna,None,2020
None,Seat,1498,Czarny,Benzyna,150,True,163000,True,5,Polska,69900,Automatyczna,None,2020
True,Volkswagen,1395,Srebrny,Benzyna,122,True,107000,True,5,Polska,49000,Manualna,None,2013
None,BMW,1995,Inny kolor,Benzyna,143,True,133300,True,4,Niemcy,31900,Manualna,None,2009
None,Volkswagen,1968,Srebrny,Diesel,150,True,122000,True,5,Polska,84900,Manualna,None,2020
True,BMW,2998,Szary,Benzyna,340,True,104000,True,5,Stany Zjednoczone,248460,Automatyczna,None,2019
True,BMW,1995,Czarny,Benzyna,170,True,198000,True,2,Niemcy,45900,Manualna,None,2010
True,Ford,1997,Srebrny,Diesel,150,True,173000,True,5,Polska,64900,Automatyczna,None,2020
None,Jeep,2987,Szary,Diesel,250,True,148000,None,5,None,69500,Automatyczna,None,2017
None,BMW,1496,Brązowy,Diesel,116,True,111054,None,5,None,35900,Automatyczna,None,2017
None,Audi,2995,Czarny,Benzyna,310,True,100600,None,5,Stany Zjednoczone,85000,Automatyczna,None,2013
None,Toyota,2231,Szary,Diesel,150,True,290000,None,4,Polska,25900,Manualna,None,2009
None,Renault,898,Biały,Benzyna,90,True,78000,None,5,None,26200,Manualna,None,2016
None,Skoda,1968,Granatowy,Diesel,140,True,199643,None,5,None,29999,Manualna,None,2012
None,Ford,998,Biały,Benzyna,140,True,55000,None,5,None,63900,Manualna,None,2018
None,Citroën,1560,Czarny,Diesel,112,True,147000,None,5,None,29850,Manualna,None,2012
None,Peugeot,1997,Granatowy,Diesel,150,True,187875,True,5,None,29900,Manualna,None,2009
None,RAM,2988,Szary,Diesel,244,True,118000,None,4,None,75000,Automatyczna,None,2018
None,Volvo,1984,Granatowy,Diesel,163,True,457356,None,5,None,29900,Manualna,None,2013
None,Mercedes-Benz,1991,Szary,Benzyna,184,True,99000,None,4,None,81900,Automatyczna,None,2015
None,BMW,2996,Granatowy,Benzyna,218,True,232000,None,2,None,25900,Automatyczna,None,2007
None,Audi,1984,Biały,Benzyna,190,True,57000,None,5,Stany Zjednoczone,88000,Automatyczna,None,2017
True,Mitsubishi,1998,Inny kolor,Benzyna,150,True,214256,True,5,Polska,81500,Automatyczna,None,2018
None,Volvo,1969,Biały,Diesel,120,True,55000,None,5,None,80000,Manualna,None,2019
None,Opel,1796,Czarny,Benzyna,140,True,142602,None,5,None,17900,Manualna,None,2008
None,BMW,1997,Szary,Benzyna,245,True,123200,None,5,Stany Zjednoczone,88500,Automatyczna,None,2016
True,Mercedes-Benz,4966,Czarny,Benzyna,306,True,94000,True,4,None,74999,Automatyczna,None,2006
True,Skoda,1968,Czarny,Diesel,240,True,53000,True,5,Polska,188878,Automatyczna,None,2020
None,Ford,1998,Biały,Diesel,150,True,196000,None,5,None,62900,Automatyczna,None,2020
None,Citroën,1997,Czarny,Diesel,163,True,152800,True,5,Belgia,37000,Automatyczna,None,2014
None,BMW,4999,Czarny,Benzyna,507,True,86213,None,5,None,139000,Automatyczna,None,2005
None,Seat,1598,Srebrny,Diesel,115,True,166000,None,5,None,40900,Manualna,None,2016
True,Volkswagen,1968,Szary,Diesel,140,True,232825,True,5,Niemcy,19900,Automatyczna,None,2007
True,Audi,1968,Szary,Diesel,136,True,387000,None,5,Niemcy,35900,Manualna,None,2010
None,Skoda,1197,Bordowy,Benzyna,86,True,264000,True,5,Polska,11685,Manualna,None,2010
True,BMW,2993,Szary,Diesel,381,True,262000,None,5,Belgia,99500,Automatyczna,None,2014
None,Toyota,2982,Niebieski,Diesel,163,True,353533,None,5,Włochy,65000,Automatyczna,None,2001
True,Fiat,1368,Czerwony,Benzyna,95,True,27000,None,4,Polska,51999,Manualna,None,2021
None,Opel,1364,Srebrny,Benzyna,120,True,127500,True,5,Niemcy,29999,Manualna,None,2011
True,Volkswagen,1197,Niebieski,Benzyna,105,True,192700,None,5,Niemcy,26990,Manualna,None,2011
True,Mercedes-Benz,1699,Czarny,Benzyna,116,True,159000,True,5,None,28500,Manualna,None,2010
None,Abarth,1368,Biały,Benzyna,180,True,168960,True,3,Niemcy,28800,Manualna,None,2008
None,Alfa Romeo,1956,Czarny,Diesel,170,True,250100,True,4,Niemcy,6990,Manualna,None,2010
True,Kia,1396,Czarny,Benzyna,100,True,106312,True,5,None,39999,Manualna,None,2014
True,Audi,4163,Biały,Benzyna,354,True,250000,True,2,Szwajcaria,56900,Automatyczna,None,2009
None,Toyota,1995,Niebieski,Diesel,116,True,337000,None,5,None,5900,Manualna,None,2003
None,Renault,None,Szary,Elektryczny,82,True,17000,None,5,None,37500,Automatyczna,None,2022
True,Volvo,1969,Szary,Diesel,190,True,132000,None,5,Szwecja,62900,Automatyczna,None,2016
None,Opel,1364,Biały,Benzyna,120,True,130000,True,5,Niemcy,26900,Manualna,None,2011
None,Mazda,1999,Srebrny,Benzyna+LPG,150,True,308000,None,5,None,8900,Manualna,None,2003
None,Suzuki,1197,Czarny,Benzyna,83,False,1,True,5,None,79800,Automatyczna,None,2023
None,Audi,1968,Czarny,Diesel,136,True,367000,True,5,Francja,29999,Manualna,None,2013
None,Audi,1896,Czarny,Diesel,130,True,411230,None,5,None,9900,Manualna,None,2004
True,Skoda,1984,Brązowy,Benzyna,190,True,127647,True,5,Polska,139800,Automatyczna,None,2020
True,Citroën,1997,Granatowy,Diesel,180,True,140500,None,5,None,53000,Automatyczna,None,2016
True,BMW,1997,Granatowy,Benzyna,245,True,120000,None,5,Stany Zjednoczone,94900,Automatyczna,None,2017
None,Citroën,1499,Szary,Diesel,130,True,1,None,5,Polska,123050,Manualna,None,2023
None,Suzuki,1373,Biały,Hybryda,129,False,5,True,5,Polska,95500,Manualna,None,2023
None,Volvo,1984,Brązowy,Diesel,163,True,251000,None,5,None,63000,Automatyczna,None,2013
None,Volkswagen,1598,Czarny,Benzyna,115,True,274700,None,3,Niemcy,9999,Manualna,None,2003
True,Mercedes-Benz,2987,Czarny,Diesel,258,True,175000,True,4,Polska,164900,Automatyczna,None,2014
None,Chrysler,3605,Biały,Benzyna+LPG,283,True,144456,None,5,Stany Zjednoczone,62900,Automatyczna,None,2014
True,Opel,1956,Szary,Diesel,160,True,210286,True,5,Niemcy,26900,Manualna,None,2011
None,Renault,1149,Srebrny,Benzyna+LPG,75,True,153880,None,5,Polska,14900,Manualna,None,2009
None,Nissan,1598,Czerwony,Diesel,130,True,194000,True,5,Niemcy,39900,Manualna,None,2012
None,BMW,2993,Biały,Diesel,313,True,190000,None,5,Polska,155000,Automatyczna,None,2014
True,Peugeot,1499,Biały,Diesel,102,True,109000,True,5,Polska,36450,Manualna,None,2019
None,Toyota,1329,Biały,Benzyna,99,True,133000,True,5,Polska,29900,Manualna,None,2012
None,Fiat,1368,Biały,Benzyna,120,True,178246,None,5,None,19900,Manualna,None,2010
None,Volkswagen,1390,Czarny,Benzyna,75,True,323032,None,3,None,4700,Manualna,None,2001
True,BMW,1998,Srebrny,Benzyna,252,True,95000,True,4,None,81900,Automatyczna,None,2017
None,Skoda,1968,Czarny,Diesel,150,True,215000,True,5,None,56500,Manualna,None,2015
None,Volkswagen,1968,Czarny,Diesel,150,True,162000,None,5,None,62900,Automatyczna,None,2017
None,Dacia,1461,Bordowy,Diesel,90,True,169000,None,5,None,29900,Manualna,None,2015
None,Mercedes-Benz,2143,Czarny,Diesel,136,True,120000,None,4,Niemcy,130000,Automatyczna,None,2018
None,Skoda,1197,Niebieski,Benzyna,90,True,281320,None,5,None,13900,Manualna,None,2017
None,BMW,2993,Inny kolor,Diesel,272,True,256600,True,5,Holandia,34900,Automatyczna,None,2005
None,Ford,5950,Brązowy,Diesel,330,True,244550,None,4,Stany Zjednoczone,69987,Automatyczna,None,2007
True,Skoda,1395,Czarny,Benzyna,150,True,132290,True,5,Niemcy,79900,Automatyczna,None,2015
True,Opel,1364,Szary,Benzyna,140,True,188000,True,5,Niemcy,26400,Manualna,None,2011
None,BMW,2993,Inny kolor,Diesel,245,True,424000,None,5,None,49900,Automatyczna,None,2010
True,SsangYong,1998,Biały,Diesel,150,True,155000,True,5,None,33500,Manualna,None,2013
None,Volkswagen,1598,Srebrny,Diesel,90,True,161000,None,5,None,27500,Automatyczna,None,2009
None,Hyundai,1598,Czarny,Diesel,136,True,102000,True,5,Luksemburg,74900,Automatyczna,None,2019
True,Renault,1995,Niebieski,Diesel,160,True,221000,True,5,Niemcy,25999,Manualna,None,2010
None,Nissan,2488,Srebrny,Benzyna,173,True,95000,None,5,None,64999,Automatyczna,None,2020
None,Chevrolet,5735,Niebieski,Benzyna,175,True,49000,None,2,None,53500,Manualna,None,1972
None,BMW,1997,Biały,Benzyna,245,True,110000,None,5,None,127000,Automatyczna,None,2018
True,Opel,1956,Biały,Diesel,140,True,199304,True,5,Polska,36980,Manualna,None,2015
None,Honda,2204,Złoty,Diesel,140,True,205116,None,5,None,18900,Manualna,None,2009
None,Audi,2480,Szary,Benzyna,407,True,38800,None,4,None,184000,Automatyczna,None,2019
True,Ford,1498,Biały,Benzyna,165,True,44500,True,5,Polska,81000,Manualna,None,2019
None,Opel,1956,Czarny,Diesel,165,True,176000,True,5,Polska,31000,Manualna,None,2014
None,BMW,2979,Biały,Benzyna,306,True,129300,None,5,None,135177,Automatyczna,None,2016
True,Honda,1498,Czarny,Benzyna,182,True,71100,None,5,Inny,54900,Automatyczna,None,2018
None,Volkswagen,1984,Czerwony,Benzyna,116,True,355000,None,5,None,6600,Manualna,None,2000
None,Peugeot,1997,Szary,Diesel,128,True,295500,None,5,None,39900,Manualna,None,2015
None,Volvo,1984,Czarny,Benzyna,180,True,27000,None,5,None,39000,Manualna,None,2018
None,Audi,2698,Biały,Diesel,190,True,156000,None,2,None,49900,Manualna,None,2010
None,MG,1622,Czerwony,Benzyna,90,True,41000,None,2,None,89900,Manualna,None,1962
True,Peugeot,1598,Srebrny,Benzyna,156,True,178466,True,5,Niemcy,24900,Manualna,None,2011
None,Ford,1997,Szary,Diesel,140,True,272580,None,5,None,17900,Manualna,None,2009
None,Citroën,1360,Inny kolor,Benzyna+LPG,75,True,167000,None,5,None,14850,Manualna,None,2006
True,Mazda,1998,Bordowy,Benzyna,160,True,172154,True,5,Niemcy,59900,Automatyczna,None,2012
True,Opel,1364,Biały,Benzyna,140,True,177044,True,5,Niemcy,33900,Manualna,None,2013
None,Mazda,1598,Czarny,Benzyna,105,True,184930,None,5,Niemcy,27900,Manualna,None,2011
True,Ford,1499,Inny kolor,Benzyna,150,True,44000,True,5,Polska,84000,Manualna,None,2018
True,Volkswagen,1968,Granatowy,Diesel,150,True,155000,True,5,Niemcy,61900,Automatyczna,None,2016
True,Citroën,1397,Czarny,Benzyna,95,True,158000,True,5,None,19900,Manualna,None,2009
None,Toyota,1798,Szary,Hybryda,99,True,435000,None,5,None,40000,Automatyczna,None,2012
None,Opel,1995,Czarny,Diesel,114,True,233400,None,4,None,29700,Manualna,None,2005
True,Mercedes-Benz,2148,Niebieski,Diesel,143,True,168786,True,5,None,11999,Automatyczna,None,2003
True,Ford,1999,Biały,Benzyna,250,True,279000,None,5,Polska,43700,Manualna,None,2014
None,Audi,1968,Szary,Diesel,177,True,104924,None,5,None,48900,Automatyczna,None,2012
None,Volkswagen,1896,Szary,Diesel,130,True,412000,None,5,None,5200,Manualna,None,2004
None,Citroën,2198,Biały,Diesel,100,True,151658,None,4,None,19900,Manualna,None,2009
None,Hummer,3653,Czarny,Benzyna,245,True,75000,True,5,Polska,86000,Automatyczna,None,2008
None,Ford,3731,Biały,Benzyna+LPG,308,True,98500,None,3,None,74000,Automatyczna,None,2014
None,Volkswagen,1198,Czerwony,Benzyna,69,True,160000,None,5,None,28900,Manualna,None,2013
True,Mercedes-Benz,1950,Szary,Diesel,194,True,199915,True,5,Polska,169000,Automatyczna,None,2019
True,Honda,1997,Bordowy,Benzyna,155,True,143000,True,5,Polska,72900,Automatyczna,None,2012
None,Peugeot,1997,Czerwony,Benzyna,138,True,174200,None,2,None,10900,Manualna,None,2005
None,Volkswagen,1968,Szary,Diesel,136,True,334320,None,5,Polska,8900,Manualna,None,2004
None,Mercedes-Benz,4663,Biały,Benzyna,456,True,101500,None,5,Polska,187000,Automatyczna,None,2017
True,BMW,2993,Biały,Diesel,381,True,190000,True,5,Polska,155000,Automatyczna,None,2014
None,Kia,1998,Inny kolor,Diesel,183,True,227000,None,5,None,43500,Manualna,None,2011
True,Toyota,1490,Szary,Hybryda,116,True,11500,True,5,Polska,119500,Automatyczna,None,2022
True,Ford,1498,Biały,Diesel,120,True,199000,True,5,Polska,62500,Manualna,None,2019
None,Audi,1984,Biały,Benzyna,220,True,58800,None,4,None,89900,Automatyczna,None,2018
None,BMW,2993,Biały,Diesel,265,True,143400,None,5,Niemcy,168000,Automatyczna,None,2018
True,Citroën,1997,Bordowy,Diesel,180,True,181000,True,5,Niemcy,27900,Automatyczna,None,2014
True,Volkswagen,1498,Czarny,Benzyna,150,True,231000,True,4,Polska,63960,Automatyczna,None,2019
None,BMW,2171,Szary,Benzyna,170,True,238000,None,4,Niemcy,15600,Manualna,None,2004
None,Skoda,1968,Czerwony,Diesel,190,True,107684,None,5,Polska,145000,Automatyczna,None,2019
True,Volvo,1969,Szary,Benzyna,190,True,131000,True,5,Polska,140000,Automatyczna,None,2020
True,Renault,999,Czarny,Benzyna,100,True,110200,True,5,Dania,69987,Manualna,None,2020
True,Toyota,998,Biały,Benzyna+LPG,69,True,145000,True,5,Holandia,29500,Manualna,None,2016
True,Opel,1998,Brązowy,Benzyna,250,True,125420,None,5,Niemcy,53999,Automatyczna,None,2015
None,Renault,1397,Czarny,Benzyna,130,True,230663,True,3,Austria,12000,Manualna,None,2009
None,Audi,1395,Szary,Hybryda,150,True,52000,None,5,None,80900,Automatyczna,None,2017
None,Ford,1997,Fioletowy,Diesel,180,True,218000,None,5,None,33900,Automatyczna,None,2015
None,Cupra,1984,Szary,Benzyna,310,False,5,True,5,None,218519,Automatyczna,None,2023
None,Ford,None,Czarny,Elektryczny,351,False,12,True,5,None,278900,Automatyczna,None,2022
True,Volkswagen,1798,Brązowy,Benzyna,180,True,240000,True,5,Polska,58999,Manualna,None,2016
None,Mercedes-Benz,6208,Biały,Benzyna,525,True,183000,None,5,None,99999,Automatyczna,None,2009
True,Skoda,1984,Niebieski,Benzyna,190,True,22800,None,5,Polska,163990,Automatyczna,None,2022
None,Dacia,1598,Biały,Benzyna+LPG,102,True,138600,None,5,None,35600,Manualna,None,2018
True,Audi,3956,Szary,Diesel,435,True,76000,True,5,Polska,459000,Automatyczna,None,2020
None,Jaguar,1997,Czarny,Benzyna,250,False,5,True,5,Polska,331900,Automatyczna,None,2023
None,Opel,1956,Srebrny,Diesel,160,True,205000,True,4,None,23000,Automatyczna,None,2009
None,Renault,1197,Czarny,Benzyna,132,True,267348,None,5,None,29300,Manualna,None,2015
None,Toyota,1998,Srebrny,Diesel,124,True,189800,None,5,None,39900,Manualna,None,2015
True,Land Rover,1999,Czarny,Benzyna,300,True,56000,True,5,Polska,209000,Automatyczna,None,2018
None,Volkswagen,1498,Srebrny,Benzyna,150,False,1,True,5,Polska,128300,Automatyczna,None,2023
None,Cupra,1498,Szary,Benzyna,150,False,1,True,5,None,165300,Automatyczna,None,2023
None,Audi,1984,Granatowy,Benzyna,224,True,170000,None,5,Stany Zjednoczone,84500,Automatyczna,None,2017
True,Opel,1956,Inny kolor,Diesel,170,True,98000,True,5,Holandia,89900,Automatyczna,None,2021
None,Honda,2199,Czarny,Diesel,150,True,87600,None,5,Irlandia,8999,Manualna,None,2010
True,Opel,1995,Biały,Diesel,114,True,249000,True,4,Niemcy,54900,Manualna,None,2014
True,Volvo,1969,Biały,Diesel,190,True,64660,True,5,Polska,164900,Automatyczna,None,2020
True,DS Automobiles,1499,Szary,Diesel,102,True,62000,True,5,None,67900,Manualna,None,2019
None,Renault,1461,Błękitny,Diesel,105,True,220000,None,5,None,4900,Manualna,None,2006
True,Citroën,1560,Szary,Diesel,116,True,207622,True,5,Belgia,31900,Automatyczna,None,2015
None,Ford,1499,Złoty,Benzyna,176,True,190342,None,5,None,35900,Automatyczna,None,2017
None,Audi,2995,Czarny,Benzyna,333,True,106000,None,5,None,159900,Automatyczna,None,2017
None,Opel,1560,Biały,Diesel,120,True,83000,None,5,None,58900,Automatyczna,None,2018
True,Suzuki,1298,Srebrny,Benzyna,69,True,72000,True,3,Niemcy,25300,Manualna,None,2000
None,Daihatsu,1298,Czerwony,Benzyna,87,True,251000,True,5,Niemcy,9900,Manualna,None,2006
True,Mitsubishi,1193,Szary,Benzyna,71,True,18640,True,5,Polska,61900,Automatyczna,None,2022
None,BMW,2793,Bordowy,Benzyna+LPG,193,True,350000,True,5,Polska,24500,Automatyczna,None,1999
True,Mercedes-Benz,1950,Szary,Diesel,136,True,85000,True,4,Polska,164900,Automatyczna,None,2020
True,Kia,1591,Niebieski,Benzyna,204,True,37000,True,5,Polska,118900,Automatyczna,None,2020
None,BMW,1995,Biały,Diesel,190,False,5,True,5,Polska,276500,Automatyczna,None,2023
True,Citroën,1598,Srebrny,Benzyna,120,True,191000,True,5,Niemcy,23000,Manualna,None,2010
None,Audi,1968,Biały,Diesel,170,True,240000,True,5,None,43000,Manualna,None,2011
None,Toyota,1598,Biały,Diesel,112,True,185200,None,5,Francja,31900,Manualna,None,2014
True,Peugeot,1997,Inny kolor,Diesel,150,True,245000,True,5,Niemcy,34999,Manualna,None,2015
None,Renault,898,Inny kolor,Benzyna,90,True,65000,None,5,None,35900,Manualna,None,2016
None,Mercedes-Benz,1332,Czerwony,Benzyna,163,True,40199,None,5,Polska,119900,Automatyczna,None,2019
True,Renault,1197,Biały,Benzyna,130,True,113540,True,5,Polska,63900,Manualna,None,2016
None,Toyota,1197,Biały,Benzyna,116,True,111254,None,5,None,72900,Manualna,None,2017
None,Kia,1999,Biały,Hybryda,156,True,136554,None,5,Stany Zjednoczone,74943,Automatyczna,None,2017
None,Toyota,1398,Niebieski,Benzyna+LPG,97,True,209000,True,5,None,17999,Manualna,None,2006
None,Porsche,2995,Czerwony,Hybryda,519,False,10,True,5,Polska,732903,Automatyczna,None,2023
None,BMW,1995,Niebieski,Diesel,143,True,220055,True,5,Niemcy,24500,Manualna,None,2011
True,Peugeot,None,Biały,Elektryczny,136,True,39500,True,5,Francja,81000,Automatyczna,None,2020
None,Renault,1332,Błękitny,Benzyna,115,True,60511,True,5,Polska,58000,Manualna,None,2019
None,BMW,2993,Biały,Diesel,245,True,344000,None,5,None,58000,Automatyczna,None,2011
None,Porsche,2967,Granatowy,Diesel,245,True,275658,None,5,None,107625,Automatyczna,None,2013
